page,tag256_ImageWidth,tag257_ImageLength,tag258_BitsPerSample,tag259_Compression,tag262_PhotometricInterpretation,tag273_StripOffsets,tag277_SamplesPerPixel,tag278_RowsPerStrip,tag279_StripByteCounts,tag282_XResolution,tag283_YResolution,tag296_ResolutionUnit,tag32768,tag32769,tag32770,tag32771,tag32772,tag32773,tag32774,tag32775,tag32776,tag32777,tag32778,tag32779,tag32781_ImageID,tag32782,timestamp_ns,t_seconds,delta_ms
127,1440,1080,16,1,1,"(395063560,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,473,1941,17478464,8336549000000,8.466,66.0
128,1440,1080,16,1,1,"(398174294,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,474,1941,84478464,8336616000000,8.533,67.0
129,1440,1080,16,1,1,"(401285028,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,475,1941,151478464,8336683000000,8.6,67.0
130,1440,1080,16,1,1,"(404395762,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,476,1941,217478464,8336749000000,8.666,66.0
131,1440,1080,16,1,1,"(407506496,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,477,1941,284478464,8336816000000,8.733,67.0
132,1440,1080,16,1,1,"(410617230,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,478,1941,351478464,8336883000000,8.8,67.0
133,1440,1080,16,1,1,"(413727964,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,479,1941,417478464,8336949000000,8.866,66.0
134,1440,1080,16,1,1,"(416838698,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,480,1941,484478464,8337016000000,8.933,67.0
135,1440,1080,16,1,1,"(419949432,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,481,1941,551478464,8337083000000,9.0,67.0
136,1440,1080,16,1,1,"(423060166,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,482,1941,617478464,8337149000000,9.066,66.0
137,1440,1080,16,1,1,"(426170900,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,483,1941,684478464,8337216000000,9.133,67.0
138,1440,1080,16,1,1,"(429281634,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,484,1941,751478464,8337283000000,9.2,67.0
139,1440,1080,16,1,1,"(432392368,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,485,1941,817478464,8337349000000,9.266,66.0
140,1440,1080,16,1,1,"(435503102,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,486,1941,884478464,8337416000000,9.333,67.0
141,1440,1080,16,1,1,"(438613836,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,487,1941,951478464,8337483000000,9.4,67.0
142,1440,1080,16,1,1,"(441724570,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,488,1941,1017478464,8337549000000,9.466,66.0
143,1440,1080,16,1,1,"(444835304,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,489,1941,1084478464,8337616000000,9.533,67.0
144,1440,1080,16,1,1,"(447946038,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,490,1941,1151478464,8337683000000,9.6,67.0
145,1440,1080,16,1,1,"(451056772,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,491,1941,1217478464,8337749000000,9.666,66.0
146,1440,1080,16,1,1,"(454167506,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,492,1941,1284478464,8337816000000,9.733,67.0
147,1440,1080,16,1,1,"(457278240,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,493,1941,1351478464,8337883000000,9.8,67.0
148,1440,1080,16,1,1,"(460388974,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,494,1941,1417478464,8337949000000,9.866,66.0
149,1440,1080,16,1,1,"(463499708,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,495,1941,1484478464,8338016000000,9.933,67.0
150,1440,1080,16,1,1,"(466610442,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,496,1941,1551478464,8338083000000,10.0,67.0
151,1440,1080,16,1,1,"(469721176,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,497,1941,1617478464,8338149000000,10.066,66.0
152,1440,1080,16,1,1,"(472831910,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,498,1941,1684478464,8338216000000,10.133,67.0
153,1440,1080,16,1,1,"(475942644,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,499,1941,1751478464,8338283000000,10.2,67.0
154,1440,1080,16,1,1,"(479053378,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,500,1941,1817478464,8338349000000,10.266,66.0
155,1440,1080,16,1,1,"(482164112,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,501,1941,1884478464,8338416000000,10.333,67.0
156,1440,1080,16,1,1,"(485274846,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,502,1941,1951478464,8338483000000,10.4,67.0
157,1440,1080,16,1,1,"(488385580,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,503,1941,2017478464,8338549000000,10.466,66.0
158,1440,1080,16,1,1,"(491496314,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,504,1941,2084478464,8338616000000,10.533,67.0
159,1440,1080,16,1,1,"(494607048,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,505,1941,2151478464,8338683000000,10.6,67.0
160,1440,1080,16,1,1,"(497717782,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,506,1941,2217478464,8338749000000,10.666,66.0
161,1440,1080,16,1,1,"(500828516,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,507,1941,2284478464,8338816000000,10.733,67.0
162,1440,1080,16,1,1,"(503939250,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,508,1941,2351478464,8338883000000,10.8,67.0
163,1440,1080,16,1,1,"(507049984,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,509,1941,2417478464,8338949000000,10.866,66.0
164,1440,1080,16,1,1,"(510160718,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,510,1941,2484478464,8339016000000,10.933,67.0
165,1440,1080,16,1,1,"(513271452,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,511,1941,2551478464,8339083000000,11.0,67.0
166,1440,1080,16,1,1,"(516382186,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,512,1941,2617478464,8339149000000,11.066,66.0
167,1440,1080,16,1,1,"(519492920,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,513,1941,2684478464,8339216000000,11.133,67.0
168,1440,1080,16,1,1,"(522603654,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,514,1941,2751478464,8339283000000,11.2,67.0
169,1440,1080,16,1,1,"(525714388,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,515,1941,2817478464,8339349000000,11.266,66.0
170,1440,1080,16,1,1,"(528825122,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,516,1941,2884478464,8339416000000,11.333,67.0
171,1440,1080,16,1,1,"(531935856,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,517,1941,2951478464,8339483000000,11.4,67.0
172,1440,1080,16,1,1,"(535046590,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,518,1941,3017478464,8339549000000,11.466,66.0
173,1440,1080,16,1,1,"(538157324,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,519,1941,3084478464,8339616000000,11.533,67.0
174,1440,1080,16,1,1,"(541268058,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,520,1941,3151478464,8339683000000,11.6,67.0
175,1440,1080,16,1,1,"(544378792,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,521,1941,3217478464,8339749000000,11.666,66.0
176,1440,1080,16,1,1,"(547489526,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,522,1941,3284478464,8339816000000,11.733,67.0
177,1440,1080,16,1,1,"(550600260,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,523,1941,3351478464,8339883000000,11.8,67.0
178,1440,1080,16,1,1,"(553710994,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,524,1941,3417478464,8339949000000,11.866,66.0
179,1440,1080,16,1,1,"(556821728,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,525,1941,3484478464,8340016000000,11.933,67.0
180,1440,1080,16,1,1,"(559932462,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,526,1941,3551478464,8340083000000,12.0,67.0
181,1440,1080,16,1,1,"(563043196,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,527,1941,3617478464,8340149000000,12.066,66.0
182,1440,1080,16,1,1,"(566153930,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,528,1941,3684478464,8340216000000,12.133,67.0
183,1440,1080,16,1,1,"(569264664,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,529,1941,3751478464,8340283000000,12.2,67.0
184,1440,1080,16,1,1,"(572375398,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,530,1941,3817478464,8340349000000,12.266,66.0
185,1440,1080,16,1,1,"(575486132,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,531,1941,3884478464,8340416000000,12.333,67.0
186,1440,1080,16,1,1,"(578596866,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,532,1941,3951478464,8340483000000,12.4,67.0
187,1440,1080,16,1,1,"(581707600,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,533,1941,4017478464,8340549000000,12.466,66.0
188,1440,1080,16,1,1,"(584818334,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,534,1941,4084478464,8340616000000,12.533,67.0
189,1440,1080,16,1,1,"(587929068,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,535,1941,4151478464,8340683000000,12.6,67.0
190,1440,1080,16,1,1,"(591039802,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,536,1941,4217478464,8340749000000,12.666,66.0
191,1440,1080,16,1,1,"(594150536,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,537,1941,4284478464,8340816000000,12.733,67.0
192,1440,1080,16,1,1,"(597261270,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,538,1942,56511168,8340883000000,12.8,67.0
193,1440,1080,16,1,1,"(600372004,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,539,1942,122511168,8340949000000,12.866,66.0
194,1440,1080,16,1,1,"(603482738,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,540,1942,189511168,8341016000000,12.933,67.0
195,1440,1080,16,1,1,"(606593472,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,541,1942,256511168,8341083000000,13.0,67.0
196,1440,1080,16,1,1,"(609704206,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,542,1942,322511168,8341149000000,13.066,66.0
197,1440,1080,16,1,1,"(612814940,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,543,1942,389511168,8341216000000,13.133,67.0
198,1440,1080,16,1,1,"(615925674,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,544,1942,456511168,8341283000000,13.2,67.0
199,1440,1080,16,1,1,"(619036408,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,545,1942,522511168,8341349000000,13.266,66.0
200,1440,1080,16,1,1,"(622147142,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,546,1942,589511168,8341416000000,13.333,67.0
201,1440,1080,16,1,1,"(625257876,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,547,1942,656511168,8341483000000,13.4,67.0
202,1440,1080,16,1,1,"(628368610,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,548,1942,722511168,8341549000000,13.466,66.0
203,1440,1080,16,1,1,"(631479344,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,549,1942,789511168,8341616000000,13.533,67.0
204,1440,1080,16,1,1,"(634590078,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,550,1942,856511168,8341683000000,13.6,67.0
205,1440,1080,16,1,1,"(637700812,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,551,1942,922511168,8341749000000,13.666,66.0
206,1440,1080,16,1,1,"(640811546,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,552,1942,989511168,8341816000000,13.733,67.0
207,1440,1080,16,1,1,"(643922280,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,553,1942,1056511168,8341883000000,13.8,67.0
208,1440,1080,16,1,1,"(647033014,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,554,1942,1122511168,8341949000000,13.866,66.0
209,1440,1080,16,1,1,"(650143748,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,555,1942,1189511168,8342016000000,13.933,67.0
210,1440,1080,16,1,1,"(653254482,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,556,1942,1256511168,8342083000000,14.0,67.0
211,1440,1080,16,1,1,"(656365216,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,557,1942,1322511168,8342149000000,14.066,66.0
212,1440,1080,16,1,1,"(659475950,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,558,1942,1389511168,8342216000000,14.133,67.0
213,1440,1080,16,1,1,"(662586684,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,559,1942,1456511168,8342283000000,14.2,67.0
214,1440,1080,16,1,1,"(665697418,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,560,1942,1522511168,8342349000000,14.266,66.0
215,1440,1080,16,1,1,"(668808152,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,561,1942,1589511168,8342416000000,14.333,67.0
216,1440,1080,16,1,1,"(671918886,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,562,1942,1656511168,8342483000000,14.4,67.0
217,1440,1080,16,1,1,"(675029620,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,563,1942,1722511168,8342549000000,14.466,66.0
218,1440,1080,16,1,1,"(678140354,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,564,1942,1789511168,8342616000000,14.533,67.0
219,1440,1080,16,1,1,"(681251088,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,565,1942,1856511168,8342683000000,14.6,67.0
220,1440,1080,16,1,1,"(684361822,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,566,1942,1922511168,8342749000000,14.666,66.0
221,1440,1080,16,1,1,"(687472556,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,567,1942,1989511168,8342816000000,14.733,67.0
222,1440,1080,16,1,1,"(690583290,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,568,1942,2056511168,8342883000000,14.8,67.0
223,1440,1080,16,1,1,"(693694024,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,569,1942,2122511168,8342949000000,14.866,66.0
224,1440,1080,16,1,1,"(696804758,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,570,1942,2189511168,8343016000000,14.933,67.0
225,1440,1080,16,1,1,"(699915492,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,571,1942,2256511168,8343083000000,15.0,67.0
226,1440,1080,16,1,1,"(703026226,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,572,1942,2322511168,8343149000000,15.066,66.0
227,1440,1080,16,1,1,"(706136960,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,573,1942,2389511168,8343216000000,15.133,67.0
228,1440,1080,16,1,1,"(709247694,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,574,1942,2456511168,8343283000000,15.2,67.0
229,1440,1080,16,1,1,"(712358428,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,575,1942,2522511168,8343349000000,15.266,66.0
230,1440,1080,16,1,1,"(715469162,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,576,1942,2589511168,8343416000000,15.333,67.0
231,1440,1080,16,1,1,"(718579896,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,577,1942,2656511168,8343483000000,15.4,67.0
232,1440,1080,16,1,1,"(721690630,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,578,1942,2722511168,8343549000000,15.466,66.0
233,1440,1080,16,1,1,"(724801364,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,579,1942,2789511168,8343616000000,15.533,67.0
234,1440,1080,16,1,1,"(727912098,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,580,1942,2856511168,8343683000000,15.6,67.0
235,1440,1080,16,1,1,"(731022832,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,581,1942,2922511168,8343749000000,15.666,66.0
236,1440,1080,16,1,1,"(734133566,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,582,1942,2989511168,8343816000000,15.733,67.0
237,1440,1080,16,1,1,"(737244300,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,583,1942,3056511168,8343883000000,15.8,67.0
238,1440,1080,16,1,1,"(740355034,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,584,1942,3122511168,8343949000000,15.866,66.0
239,1440,1080,16,1,1,"(743465768,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,585,1942,3189511168,8344016000000,15.933,67.0
240,1440,1080,16,1,1,"(746576502,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,586,1942,3256511168,8344083000000,16.0,67.0
241,1440,1080,16,1,1,"(749687236,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,587,1942,3322511168,8344149000000,16.066,66.0
242,1440,1080,16,1,1,"(752797970,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,588,1942,3389511168,8344216000000,16.133,67.0
243,1440,1080,16,1,1,"(755908704,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,589,1942,3456511168,8344283000000,16.2,67.0
244,1440,1080,16,1,1,"(759019438,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,590,1942,3522511168,8344349000000,16.266,66.0
245,1440,1080,16,1,1,"(762130172,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,591,1942,3589511168,8344416000000,16.333,67.0
246,1440,1080,16,1,1,"(765240906,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,592,1942,3656511168,8344483000000,16.4,67.0
247,1440,1080,16,1,1,"(768351640,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,593,1942,3722511168,8344549000000,16.466,66.0
248,1440,1080,16,1,1,"(771462374,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,594,1942,3789511168,8344616000000,16.533,67.0
249,1440,1080,16,1,1,"(774573108,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,595,1942,3856511168,8344683000000,16.6,67.0
250,1440,1080,16,1,1,"(777683842,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,596,1942,3922511168,8344749000000,16.666,66.0
251,1440,1080,16,1,1,"(780794576,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,597,1942,3989511168,8344816000000,16.733,67.0
252,1440,1080,16,1,1,"(783905310,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,598,1942,4056511168,8344883000000,16.8,67.0
253,1440,1080,16,1,1,"(787016044,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,599,1942,4122511168,8344949000000,16.866,66.0
254,1440,1080,16,1,1,"(790126778,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,600,1942,4189511168,8345016000000,16.933,67.0
255,1440,1080,16,1,1,"(793237512,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,601,1942,4256511168,8345083000000,17.0,67.0
256,1440,1080,16,1,1,"(796348246,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,602,1943,27543872,8345149000000,17.066,66.0
257,1440,1080,16,1,1,"(799458980,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,603,1943,94543872,8345216000000,17.133,67.0
258,1440,1080,16,1,1,"(802569714,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,604,1943,161543872,8345283000000,17.2,67.0
259,1440,1080,16,1,1,"(805680448,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,605,1943,227543872,8345349000000,17.266,66.0
260,1440,1080,16,1,1,"(808791182,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,606,1943,294543872,8345416000000,17.333,67.0
261,1440,1080,16,1,1,"(811901916,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,607,1943,361543872,8345483000000,17.4,67.0
262,1440,1080,16,1,1,"(815012650,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,608,1943,427543872,8345549000000,17.466,66.0
263,1440,1080,16,1,1,"(818123384,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,609,1943,494543872,8345616000000,17.533,67.0
264,1440,1080,16,1,1,"(821234118,)",1,1080,"(3110400,)","(20, 1)","(20, 1)",2,10,0,1,1,0,0,1440,1080,17423,0,1,610,1943,561543872,8345683000000,17.6,67.0
